År;Läkemedel;Region;Kön;Ålder;Antal patienter;Patienter/1000 invånare;Antal expedieringar;Expedieringar/1000 invånare;Befolkning
2008;N06BA04 Metylfenidat;Jämtlands län;Kvinnor;0­19;39;2,73;217;15,20;14273
2008;N06BA04 Metylfenidat;Jämtlands län;Båda könen;0­19;159;5,48;822;28,33;29014
2008;N06BA04 Metylfenidat;Västerbottens län;Män;0­19;359;11,65;1974;64,04;30823
2008;N06BA04 Metylfenidat;Västerbottens län;Kvinnor;0­19;123;4,23;585;20,10;29107
2008;N06BA04 Metylfenidat;Västerbottens län;Båda könen;0­19;482;8,04;2559;42,70;59930
2008;N06BA04 Metylfenidat;Norrbottens län;Män;0­19;353;12,05;1778;60,68;29302
2008;N06BA04 Metylfenidat;Norrbottens län;Kvinnor;0­19;86;3,13;441;16,04;27494
2008;N06BA04 Metylfenidat;Norrbottens län;Båda könen;0­19;439;7,73;2219;39,07;56796
2008;N06BA09 Atomoxetin;Riket;Män;0­19;2738;2,45;15475;13,84;1118323
2008;N06BA09 Atomoxetin;Riket;Kvinnor;0­19;879;0,83;4696;4,43;1060438
2008;N06BA09 Atomoxetin;Riket;Båda könen;0­19;3617;1,66;20171;9,26;2178761
2008;N06BA09 Atomoxetin;Stockholms län;Män;0­19;730;2,99;3750;15,38;243769
2008;N06BA09 Atomoxetin;Stockholms län;Kvinnor;0­19;231;1,00;1254;5,41;231889
2008;N06BA09 Atomoxetin;Stockholms län;Båda könen;0­19;961;2,02;5004;10,52;475658
2008;N06BA09 Atomoxetin;Uppsala län;Män;0­19;162;3,99;945;23,27;40616
2008;N06BA09 Atomoxetin;Uppsala län;Kvinnor;0­19;46;1,21;239;6,26;38157
2008;N06BA09 Atomoxetin;Uppsala län;Båda könen;0­19;208;2,64;1184;15,03;78773
2008;N06BA09 Atomoxetin;Södermanlands län;Män;0­19;67;2,06;383;11,76;32568
2008;N06BA09 Atomoxetin;Södermanlands län;Kvinnor;0­19;26;0,84;136;4,39;31003
2008;N06BA09 Atomoxetin;Södermanlands län;Båda könen;0­19;93;1,46;519;8,16;63571
2008;N06BA09 Atomoxetin;Östergötlands län;Män;0­19;183;3,57;1041;20,32;51237
2008;N06BA09 Atomoxetin;Östergötlands län;Kvinnor;0­19;50;1,03;250;5,16;48467
2008;N06BA09 Atomoxetin;Östergötlands län;Båda könen;0­19;233;2,34;1291;12,95;99704
2008;N06BA09 Atomoxetin;Jönköpings län;Män;0­19;49;1,15;291;6,83;42625
2008;N06BA09 Atomoxetin;Jönköpings län;Kvinnor;0­19;24;0,59;145;3,58;40559
2008;N06BA09 Atomoxetin;Jönköpings län;Båda könen;0­19;73;0,88;436;5,24;83184
2008;N06BA09 Atomoxetin;Kronobergs län;Män;0­19;71;3,21;478;21,64;22086
2008;N06BA09 Atomoxetin;Kronobergs län;Kvinnor;0­19;14;0,68;94;4,55;20648
2008;N06BA09 Atomoxetin;Kronobergs län;Båda könen;0­19;85;1,99;572;13,39;42734
2008;N06BA09 Atomoxetin;Kalmar län;Män;0­19;45;1,65;269;9,89;27198
2008;N06BA09 Atomoxetin;Kalmar län;Kvinnor;0­19;12;0,47;83;3,23;25734
2008;N06BA09 Atomoxetin;Kalmar län;Båda könen;0­19;57;1,08;352;6,65;52932
2008;N06BA09 Atomoxetin;Gotlands län;Män;0­19;1;0,15;4;0,59;6770
2008;N06BA09 Atomoxetin;Gotlands län;Kvinnor;0­19;9;1,41;34;5,31;6399
2008;N06BA09 Atomoxetin;Gotlands län;Båda könen;0­19;10;0,76;38;2,89;13169
2008;N06BA09 Atomoxetin;Blekinge län;Män;0­19;22;1,24;127;7,17;17716
2008;N06BA09 Atomoxetin;Blekinge län;Kvinnor;0­19;8;0,48;43;2,60;16553
2008;N06BA09 Atomoxetin;Blekinge län;Båda könen;0­19;30;0,88;170;4,96;34269
2008;N06BA09 Atomoxetin;Skåne län;Män;0­19;286;1,98;1669;11,58;144083
2008;N06BA09 Atomoxetin;Skåne län;Kvinnor;0­19;92;0,67;379;2,77;136819
2008;N06BA09 Atomoxetin;Skåne län;Båda könen;0­19;378;1,35;2048;7,29;280902
2008;N06BA09 Atomoxetin;Hallands län;Män;0­19;78;2,08;411;10,96;37485
2008;N06BA09 Atomoxetin;Hallands län;Kvinnor;0­19;20;0,56;109;3,08;35414
2008;N06BA09 Atomoxetin;Hallands län;Båda könen;0­19;98;1,34;520;7,13;72899
2008;N06BA09 Atomoxetin;Västra Götalands län;Män;0­19;347;1,84;1931;10,22;189024
2008;N06BA09 Atomoxetin;Västra Götalands län;Kvinnor;0­19;123;0,69;624;3,49;178827
2008;N06BA09 Atomoxetin;Västra Götalands län;Båda könen;0­19;470;1,28;2555;6,95;367851
2008;N06BA09 Atomoxetin;Värmlands län;Män;0­19;31;0,98;178;5,60;31768
2008;N06BA09 Atomoxetin;Värmlands län;Kvinnor;0­19;10;0,33;60;1,99;30101
2008;N06BA09 Atomoxetin;Värmlands län;Båda könen;0­19;41;0,66;238;3,85;61869
2008;N06BA09 Atomoxetin;Örebro län;Män;0­19;73;2,19;425;12,78;33262
2008;N06BA09 Atomoxetin;Örebro län;Kvinnor;0­19;27;0,85;144;4,54;31718
2008;N06BA09 Atomoxetin;Örebro län;Båda könen;0­19;100;1,54;569;8,76;64980
2008;N06BA09 Atomoxetin;Västmanlands län;Män;0­19;79;2,64;466;15,55;29976
2008;N06BA09 Atomoxetin;Västmanlands län;Kvinnor;0­19;22;0,77;130;4,52;28737
2008;N06BA09 Atomoxetin;Västmanlands län;Båda könen;0­19;101;1,72;596;10,15;58713
2008;N06BA09 Atomoxetin;Dalarnas län;Män;0­19;102;3,11;568;17,32;32786
2008;N06BA09 Atomoxetin;Dalarnas län;Kvinnor;0­19;35;1,13;197;6,35;31036
2008;N06BA09 Atomoxetin;Dalarnas län;Båda könen;0­19;137;2,15;765;11,99;63822
2008;N06BA09 Atomoxetin;Gävleborgs län;Män;0­19;191;5,94;1052;32,71;32158
2008;N06BA09 Atomoxetin;Gävleborgs län;Kvinnor;0­19;74;2,43;369;12,11;30477
2008;N06BA09 Atomoxetin;Gävleborgs län;Båda könen;0­19;265;4,23;1421;22,69;62635
2008;N06BA09 Atomoxetin;Västernorrlands län;Män;0­19;31;1,09;136;4,80;28330
2008;N06BA09 Atomoxetin;Västernorrlands län;Kvinnor;0­19;8;0,30;47;1,74;27026
2008;N06BA09 Atomoxetin;Västernorrlands län;Båda könen;0­19;39;0,70;183;3,31;55356
2008;N06BA09 Atomoxetin;Jämtlands län;Män;0­19;19;1,29;171;11,60;14741
2008;N06BA09 Atomoxetin;Jämtlands län;Kvinnor;0­19;6;0,42;54;3,78;14273
2008;N06BA09 Atomoxetin;Jämtlands län;Båda könen;0­19;25;0,86;225;7,75;29014
2008;N06BA09 Atomoxetin;Västerbottens län;Män;0­19;103;3,34;614;19,92;30823
2008;N06BA09 Atomoxetin;Västerbottens län;Kvinnor;0­19;31;1,07;172;5,91;29107
2008;N06BA09 Atomoxetin;Västerbottens län;Båda könen;0­19;134;2,24;786;13,12;59930
2008;N06BA09 Atomoxetin;Norrbottens län;Män;0­19;78;2,66;461;15,73;29302
2008;N06BA09 Atomoxetin;Norrbottens län;Kvinnor;0­19;24;0,87;124;4,51;27494
2008;N06BA09 Atomoxetin;Norrbottens län;Båda könen;0­19;102;1,80;585;10,30;56796
2008;N06BA12 Lisdexamfetamin;Riket;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Riket;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Riket;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Stockholms län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Stockholms län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Stockholms län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Uppsala län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Uppsala län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Uppsala län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Södermanlands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Södermanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Södermanlands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Östergötlands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Östergötlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Östergötlands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Jönköpings län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Jönköpings län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Jönköpings län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Kronobergs län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Kronobergs län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Kronobergs län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Kalmar län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Kalmar län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Kalmar län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Gotlands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Gotlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Gotlands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Blekinge län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Blekinge län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Blekinge län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Skåne län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Skåne län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Skåne län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Hallands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Hallands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Hallands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västra Götalands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västra Götalands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västra Götalands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Värmlands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Värmlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Värmlands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Örebro län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Örebro län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Örebro län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västmanlands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västmanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västmanlands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Dalarnas län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Dalarnas län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Dalarnas län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Gävleborgs län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Gävleborgs län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Gävleborgs län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västernorrlands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västernorrlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västernorrlands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Jämtlands län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Jämtlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Jämtlands län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västerbottens län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västerbottens län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Västerbottens län;Båda könen;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Norrbottens län;Män;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Norrbottens län;Kvinnor;0­19;0;0,00;0;0,00;0
2008;N06BA12 Lisdexamfetamin;Norrbottens län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Riket;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Riket;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Riket;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Stockholms län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Stockholms län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Stockholms län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Uppsala län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Uppsala län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Uppsala län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Södermanlands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Södermanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Södermanlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Östergötlands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Östergötlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Östergötlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Jönköpings län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Jönköpings län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Jönköpings län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Kronobergs län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Kronobergs län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Kronobergs län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Kalmar län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Kalmar län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Kalmar län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Gotlands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Gotlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Gotlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Blekinge län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Blekinge län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Blekinge län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Skåne län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Skåne län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Skåne län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Hallands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Hallands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Hallands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västra Götalands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västra Götalands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västra Götalands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Värmlands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Värmlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Värmlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Örebro län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Örebro län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Örebro län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västmanlands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västmanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västmanlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Dalarnas län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Dalarnas län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Dalarnas län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Gävleborgs län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Gävleborgs län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Gävleborgs län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västernorrlands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västernorrlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västernorrlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Jämtlands län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Jämtlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Jämtlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västerbottens län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västerbottens län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Västerbottens län;Båda könen;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Norrbottens län;Män;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Norrbottens län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;C02AC02 Guanfacin;Norrbottens län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Riket;Män;0­19;59;0,05;216;0,19;1112800
2007;N06BA02 Dexamfetamin;Riket;Kvinnor;0­19;16;0,02;70;0,07;1056509
2007;N06BA02 Dexamfetamin;Riket;Båda könen;0­19;75;0,03;286;0,13;2169309
2007;N06BA02 Dexamfetamin;Stockholms län;Män;0­19;15;0,06;52;0,22;239114
2007;N06BA02 Dexamfetamin;Stockholms län;Kvinnor;0­19;4;0,02;22;0,10;227890
2007;N06BA02 Dexamfetamin;Stockholms län;Båda könen;0­19;19;0,04;74;0,16;467004
2007;N06BA02 Dexamfetamin;Uppsala län;Män;0­19;5;0,12;9;0,22;40380
2007;N06BA02 Dexamfetamin;Uppsala län;Kvinnor;0­19;2;0,05;9;0,24;38074
2007;N06BA02 Dexamfetamin;Uppsala län;Båda könen;0­19;7;0,09;18;0,23;78454
2007;N06BA02 Dexamfetamin;Södermanlands län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Södermanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Södermanlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Östergötlands län;Män;0­19;2;0,04;4;0,08;51074
2007;N06BA02 Dexamfetamin;Östergötlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Östergötlands län;Båda könen;0­19;2;0,02;4;0,04;99442
2007;N06BA02 Dexamfetamin;Jönköpings län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Jönköpings län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Jönköpings län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Kronobergs län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Kronobergs län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Kronobergs län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Kalmar län;Män;0­19;1;0,04;1;0,04;27438
2007;N06BA02 Dexamfetamin;Kalmar län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Kalmar län;Båda könen;0­19;1;0,02;1;0,02;53500
2007;N06BA02 Dexamfetamin;Gotlands län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Gotlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Gotlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Blekinge län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Blekinge län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Blekinge län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Skåne län;Män;0­19;11;0,08;39;0,27;142633
2007;N06BA02 Dexamfetamin;Skåne län;Kvinnor;0­19;3;0,02;16;0,12;135628
2007;N06BA02 Dexamfetamin;Skåne län;Båda könen;0­19;14;0,05;55;0,20;278261
2007;N06BA02 Dexamfetamin;Hallands län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Hallands län;Kvinnor;0­19;1;0,03;1;0,03;35401
2007;N06BA02 Dexamfetamin;Hallands län;Båda könen;0­19;1;0,01;1;0,01;72827
2007;N06BA02 Dexamfetamin;Västra Götalands län;Män;0­19;1;0,01;1;0,01;188507
2007;N06BA02 Dexamfetamin;Västra Götalands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Västra Götalands län;Båda könen;0­19;1;0,00;1;0,00;366979
2007;N06BA02 Dexamfetamin;Värmlands län;Män;0­19;1;0,03;8;0,25;31947
2007;N06BA02 Dexamfetamin;Värmlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Värmlands län;Båda könen;0­19;1;0,02;8;0,13;62272
2007;N06BA02 Dexamfetamin;Örebro län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Örebro län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Örebro län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Västmanlands län;Män;0­19;4;0,13;14;0,47;30090
2007;N06BA02 Dexamfetamin;Västmanlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Västmanlands län;Båda könen;0­19;4;0,07;14;0,24;58815
2007;N06BA02 Dexamfetamin;Dalarnas län;Män;0­19;1;0,03;1;0,03;33097
2007;N06BA02 Dexamfetamin;Dalarnas län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Dalarnas län;Båda könen;0­19;1;0,02;1;0,02;64414
2007;N06BA02 Dexamfetamin;Gävleborgs län;Män;0­19;12;0,37;55;1,70;32268
2007;N06BA02 Dexamfetamin;Gävleborgs län;Kvinnor;0­19;5;0,16;19;0,62;30599
2007;N06BA02 Dexamfetamin;Gävleborgs län;Båda könen;0­19;17;0,27;74;1,18;62867
2007;N06BA02 Dexamfetamin;Västernorrlands län;Män;0­19;3;0,11;17;0,60;28438
2007;N06BA02 Dexamfetamin;Västernorrlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Västernorrlands län;Båda könen;0­19;3;0,05;17;0,31;55608
2007;N06BA02 Dexamfetamin;Jämtlands län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Jämtlands län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Jämtlands län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Västerbottens län;Män;0­19;3;0,10;15;0,48;30956
2007;N06BA02 Dexamfetamin;Västerbottens län;Kvinnor;0­19;1;0,03;3;0,10;29291
2007;N06BA02 Dexamfetamin;Västerbottens län;Båda könen;0­19;4;0,07;18;0,30;60247
2007;N06BA02 Dexamfetamin;Norrbottens län;Män;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Norrbottens län;Kvinnor;0­19;0;0,00;0;0,00;0
2007;N06BA02 Dexamfetamin;Norrbottens län;Båda könen;0­19;0;0,00;0;0,00;0
2007;N06BA04 Metylfenidat;Riket;Män;0­19;9159;8,23;45167;40,59;1112800
2007;N06BA04 Metylfenidat;Riket;Kvinnor;0­19;2648;2,51;12407;11,74;1056509
2007;N06BA04 Metylfenidat;Riket;Båda könen;0­19;11807;5,44;57574;26,54;2169309
2007;N06BA04 Metylfenidat;Stockholms län;Män;0­19;1862;7,79;9040;37,81;239114
2007;N06BA04 Metylfenidat;Stockholms län;Kvinnor;0­19;461;2,02;2062;9,05;227890
2007;N06BA04 Metylfenidat;Stockholms län;Båda könen;0­19;2323;4,97;11102;23,77;467004
2007;N06BA04 Metylfenidat;Uppsala län;Män;0­19;603;14,93;3045;75,41;40380
2007;N06BA04 Metylfenidat;Uppsala län;Kvinnor;0­19;172;4,52;799;20,99;38074
2007;N06BA04 Metylfenidat;Uppsala län;Båda könen;0­19;775;9,88;3844;49,00;78454
2007;N06BA04 Metylfenidat;Södermanlands län;Män;0­19;178;5,49;926;28,57;32407
2007;N06BA04 Metylfenidat;Södermanlands län;Kvinnor;0­19;54;1,75;276;8,94;30869
2007;N06BA04 Metylfenidat;Södermanlands län;Båda könen;0­19;232;3,67;1202;19,00;63276
