År;Läkemedel;Region;Kön;Ålder;Antal patienter;Patienter/1000 invånare;Expedieringar/1000 invånare;Befolkning
2011;N06BA04 Metylfenidat;Skåne län;Kvinnor;0­19;753;5,40;29,42;139316
2011;N06BA04 Metylfenidat;Skåne län;Båda könen;0­19;2873;10,03;55,90;286460
2011;N06BA04 Metylfenidat;Hallands län;Män;0­19;964;25,84;163,45;37307
2011;N06BA04 Metylfenidat;Hallands län;Kvinnor;0­19;377;10,70;63,03;35221
2011;N06BA04 Metylfenidat;Hallands län;Båda könen;0­19;1341;18,49;114,69;72528
2011;N06BA04 Metylfenidat;Västra Götalands län;Män;0­19;3004;15,97;90,88;188078
2011;N06BA04 Metylfenidat;Västra Götalands län;Kvinnor;0­19;1154;6,49;35,07;177867
2011;N06BA04 Metylfenidat;Västra Götalands län;Båda könen;0­19;4158;11,36;63,75;365945
2011;N06BA04 Metylfenidat;Värmlands län;Män;0­19;625;20,49;126,19;30509
2011;N06BA04 Metylfenidat;Värmlands län;Kvinnor;0­19;228;7,90;42,45;28857
2011;N06BA04 Metylfenidat;Värmlands län;Båda könen;0­19;853;14,37;85,49;59366
2011;N06BA04 Metylfenidat;Örebro län;Män;0­19;513;15,52;92,93;33057
2011;N06BA04 Metylfenidat;Örebro län;Kvinnor;0­19;195;6,20;39,34;31446
2011;N06BA04 Metylfenidat;Örebro län;Båda könen;0­19;708;10,98;66,80;64503
2011;N06BA04 Metylfenidat;Västmanlands län;Män;0­19;641;21,66;117,10;29591
2011;N06BA04 Metylfenidat;Västmanlands län;Kvinnor;0­19;262;9,26;52,65;28301
2011;N06BA04 Metylfenidat;Västmanlands län;Båda könen;0­19;903;15,60;85,59;57892
2011;N06BA04 Metylfenidat;Dalarnas län;Män;0­19;588;18,55;104,11;31706
2011;N06BA04 Metylfenidat;Dalarnas län;Kvinnor;0­19;229;7,64;42,03;29978
2011;N06BA04 Metylfenidat;Dalarnas län;Båda könen;0­19;817;13,24;73,94;61684
2011;N06BA04 Metylfenidat;Gävleborgs län;Män;0­19;634;20,27;112,02;31279
2011;N06BA04 Metylfenidat;Gävleborgs län;Kvinnor;0­19;311;10,48;55,42;29682
2011;N06BA04 Metylfenidat;Gävleborgs län;Båda könen;0­19;945;15,50;84,46;60961
2011;N06BA04 Metylfenidat;Västernorrlands län;Män;0­19;472;17,15;109,60;27528
2011;N06BA04 Metylfenidat;Västernorrlands län;Kvinnor;0­19;159;6,07;37,45;26197
2011;N06BA04 Metylfenidat;Västernorrlands län;Båda könen;0­19;631;11,74;74,42;53725
2011;N06BA04 Metylfenidat;Jämtlands län;Män;0­19;220;15,42;96,17;14266
2011;N06BA04 Metylfenidat;Jämtlands län;Kvinnor;0­19;72;5,25;32,75;13712
2011;N06BA04 Metylfenidat;Jämtlands län;Båda könen;0­19;292;10,44;65,09;27978
2011;N06BA04 Metylfenidat;Västerbottens län;Män;0­19;707;23,47;153,15;30127
2011;N06BA04 Metylfenidat;Västerbottens län;Kvinnor;0­19;292;10,24;66,24;28503
2011;N06BA04 Metylfenidat;Västerbottens län;Båda könen;0­19;999;17,04;110,90;58630
2011;N06BA04 Metylfenidat;Norrbottens län;Män;0­19;542;19,53;111,48;27753
2011;N06BA04 Metylfenidat;Norrbottens län;Kvinnor;0­19;207;7,99;45,57;25917
2011;N06BA04 Metylfenidat;Norrbottens län;Båda könen;0­19;749;13,96;79,65;53670
2011;N06BA09 Atomoxetin;Riket;Män;0­19;4820;4,30;25,18;1121886
2011;N06BA09 Atomoxetin;Riket;Kvinnor;0­19;1864;1,76;9,72;1061678
2011;N06BA09 Atomoxetin;Riket;Båda könen;0­19;6684;3,06;17,66;2183564
2011;N06BA09 Atomoxetin;Stockholms län;Män;0­19;1281;5,01;28,95;255612
2011;N06BA09 Atomoxetin;Stockholms län;Kvinnor;0­19;481;1,99;10,82;242301
2011;N06BA09 Atomoxetin;Stockholms län;Båda könen;0­19;1762;3,54;20,13;497913
2011;N06BA09 Atomoxetin;Uppsala län;Män;0­19;226;5,54;34,37;40764
2011;N06BA09 Atomoxetin;Uppsala län;Kvinnor;0­19;85;2,22;12,37;38304
2011;N06BA09 Atomoxetin;Uppsala län;Båda könen;0­19;311;3,93;23,71;79068
2011;N06BA09 Atomoxetin;Södermanlands län;Män;0­19;152;4,67;32,21;32565
2011;N06BA09 Atomoxetin;Södermanlands län;Kvinnor;0­19;50;1,62;8,09;30897
2011;N06BA09 Atomoxetin;Södermanlands län;Båda könen;0­19;202;3,18;20,47;63462
2011;N06BA09 Atomoxetin;Östergötlands län;Män;0­19;301;5,89;35,71;51103
2011;N06BA09 Atomoxetin;Östergötlands län;Kvinnor;0­19;113;2,34;12,43;48277
2011;N06BA09 Atomoxetin;Östergötlands län;Båda könen;0­19;414;4,17;24,40;99380
2011;N06BA09 Atomoxetin;Jönköpings län;Män;0­19;90;2,16;11,75;41629
2011;N06BA09 Atomoxetin;Jönköpings län;Kvinnor;0­19;38;0,96;5,73;39466
2011;N06BA09 Atomoxetin;Jönköpings län;Båda könen;0­19;128;1,58;8,82;81095
2011;N06BA09 Atomoxetin;Kronobergs län;Män;0­19;86;3,90;34,37;22052
2011;N06BA09 Atomoxetin;Kronobergs län;Kvinnor;0­19;29;1,40;11,18;20666
2011;N06BA09 Atomoxetin;Kronobergs län;Båda könen;0­19;115;2,69;23,15;42718
2011;N06BA09 Atomoxetin;Kalmar län;Män;0­19;76;2,93;14,56;25970
2011;N06BA09 Atomoxetin;Kalmar län;Kvinnor;0­19;37;1,51;7,37;24568
2011;N06BA09 Atomoxetin;Kalmar län;Båda könen;0­19;113;2,24;11,06;50538
2011;N06BA09 Atomoxetin;Gotlands län;Män;0­19;16;2,50;17,66;6400
2011;N06BA09 Atomoxetin;Gotlands län;Kvinnor;0­19;6;1,00;2,51;5986
2011;N06BA09 Atomoxetin;Gotlands län;Båda könen;0­19;22;1,78;10,33;12386
2011;N06BA09 Atomoxetin;Blekinge län;Män;0­19;64;3,67;18,97;17446
2011;N06BA09 Atomoxetin;Blekinge län;Kvinnor;0­19;18;1,11;5,18;16216
2011;N06BA09 Atomoxetin;Blekinge län;Båda könen;0­19;82;2,44;12,33;33662
2011;N06BA09 Atomoxetin;Skåne län;Män;0­19;560;3,81;20,97;147144
2011;N06BA09 Atomoxetin;Skåne län;Kvinnor;0­19;168;1,21;6,89;139316
2011;N06BA09 Atomoxetin;Skåne län;Båda könen;0­19;728;2,54;14,12;286460
2011;N06BA09 Atomoxetin;Hallands län;Män;0­19;250;6,70;38,92;37307
2011;N06BA09 Atomoxetin;Hallands län;Kvinnor;0­19;84;2,38;12,66;35221
2011;N06BA09 Atomoxetin;Hallands län;Båda könen;0­19;334;4,61;26,17;72528
2011;N06BA09 Atomoxetin;Västra Götalands län;Män;0­19;623;3,31;17,76;188078
2011;N06BA09 Atomoxetin;Västra Götalands län;Kvinnor;0­19;259;1,46;8,26;177867
2011;N06BA09 Atomoxetin;Västra Götalands län;Båda könen;0­19;882;2,41;13,14;365945
2011;N06BA09 Atomoxetin;Värmlands län;Män;0­19;58;1,90;10,36;30509
2011;N06BA09 Atomoxetin;Värmlands län;Kvinnor;0­19;23;0,80;3,40;28857
2011;N06BA09 Atomoxetin;Värmlands län;Båda könen;0­19;81;1,36;6,97;59366
2011;N06BA09 Atomoxetin;Örebro län;Män;0­19;140;4,24;22,87;33057
2011;N06BA09 Atomoxetin;Örebro län;Kvinnor;0­19;47;1,49;7,50;31446
2011;N06BA09 Atomoxetin;Örebro län;Båda könen;0­19;187;2,90;15,38;64503
2011;N06BA09 Atomoxetin;Västmanlands län;Män;0­19;120;4,06;22,84;29591
2011;N06BA09 Atomoxetin;Västmanlands län;Kvinnor;0­19;51;1,80;8,09;28301
2011;N06BA09 Atomoxetin;Västmanlands län;Båda könen;0­19;171;2,95;15,63;57892
2011;N06BA09 Atomoxetin;Dalarnas län;Män;0­19;127;4,01;24,38;31706
2011;N06BA09 Atomoxetin;Dalarnas län;Kvinnor;0­19;62;2,07;13,18;29978
2011;N06BA09 Atomoxetin;Dalarnas län;Båda könen;0­19;189;3,06;18,94;61684
2011;N06BA09 Atomoxetin;Gävleborgs län;Män;0­19;276;8,82;52,81;31279
2011;N06BA09 Atomoxetin;Gävleborgs län;Kvinnor;0­19;130;4,38;23,95;29682
2011;N06BA09 Atomoxetin;Gävleborgs län;Båda könen;0­19;406;6,66;38,76;60961
2011;N06BA09 Atomoxetin;Västernorrlands län;Män;0­19;95;3,45;22,63;27528
2011;N06BA09 Atomoxetin;Västernorrlands län;Kvinnor;0­19;41;1,57;9,73;26197
2011;N06BA09 Atomoxetin;Västernorrlands län;Båda könen;0­19;136;2,53;16,34;53725
2011;N06BA09 Atomoxetin;Jämtlands län;Män;0­19;25;1,75;11,29;14266
2011;N06BA09 Atomoxetin;Jämtlands län;Kvinnor;0­19;13;0,95;5,40;13712
2011;N06BA09 Atomoxetin;Jämtlands län;Båda könen;0­19;38;1,36;8,40;27978
2011;N06BA09 Atomoxetin;Västerbottens län;Män;0­19;136;4,51;26,06;30127
2011;N06BA09 Atomoxetin;Västerbottens län;Kvinnor;0­19;68;2,39;14,28;28503
2011;N06BA09 Atomoxetin;Västerbottens län;Båda könen;0­19;204;3,48;20,33;58630
2011;N06BA09 Atomoxetin;Norrbottens län;Män;0­19;138;4,97;27,82;27753
2011;N06BA09 Atomoxetin;Norrbottens län;Kvinnor;0­19;62;2,39;12,62;25917
2011;N06BA09 Atomoxetin;Norrbottens län;Båda könen;0­19;200;3,73;20,48;53670
2011;N06BA12 Lisdexamfetamin;Riket;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Riket;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Riket;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Stockholms län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Stockholms län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Stockholms län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Uppsala län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Uppsala län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Uppsala län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Södermanlands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Södermanlands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Södermanlands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Östergötlands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Östergötlands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Östergötlands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Jönköpings län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Jönköpings län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Jönköpings län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Kronobergs län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Kronobergs län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Kronobergs län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Kalmar län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Kalmar län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Kalmar län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Gotlands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Gotlands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Gotlands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Blekinge län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Blekinge län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Blekinge län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Skåne län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Skåne län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Skåne län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Hallands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Hallands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Hallands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västra Götalands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västra Götalands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västra Götalands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Värmlands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Värmlands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Värmlands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Örebro län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Örebro län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Örebro län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västmanlands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västmanlands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västmanlands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Dalarnas län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Dalarnas län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Dalarnas län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Gävleborgs län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Gävleborgs län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Gävleborgs län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västernorrlands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västernorrlands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västernorrlands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Jämtlands län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Jämtlands län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Jämtlands län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västerbottens län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västerbottens län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Västerbottens län;Båda könen;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Norrbottens län;Män;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Norrbottens län;Kvinnor;0­19;0;0,00;0,00;0
2011;N06BA12 Lisdexamfetamin;Norrbottens län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Riket;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Riket;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Riket;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Stockholms län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Stockholms län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Stockholms län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Uppsala län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Uppsala län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Uppsala län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Södermanlands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Södermanlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Södermanlands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Östergötlands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Östergötlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Östergötlands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Jönköpings län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Jönköpings län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Jönköpings län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Kronobergs län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Kronobergs län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Kronobergs län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Kalmar län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Kalmar län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Kalmar län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Gotlands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Gotlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Gotlands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Blekinge län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Blekinge län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Blekinge län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Skåne län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Skåne län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Skåne län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Hallands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Hallands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Hallands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västra Götalands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västra Götalands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västra Götalands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Värmlands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Värmlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Värmlands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Örebro län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Örebro län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Örebro län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västmanlands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västmanlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västmanlands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Dalarnas län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Dalarnas län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Dalarnas län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Gävleborgs län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Gävleborgs län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Gävleborgs län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västernorrlands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västernorrlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västernorrlands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Jämtlands län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Jämtlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Jämtlands län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västerbottens län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västerbottens län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Västerbottens län;Båda könen;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Norrbottens län;Män;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Norrbottens län;Kvinnor;0­19;0;0,00;0,00;0
2010;C02AC02 Guanfacin;Norrbottens län;Båda könen;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Riket;Män;0­19;55;0,05;0,19;1123649
2010;N06BA02 Dexamfetamin;Riket;Kvinnor;0­19;20;0,02;0,07;1064326
2010;N06BA02 Dexamfetamin;Riket;Båda könen;0­19;75;0,03;0,13;2187975
2010;N06BA02 Dexamfetamin;Stockholms län;Män;0­19;19;0,08;0,21;251850
2010;N06BA02 Dexamfetamin;Stockholms län;Kvinnor;0­19;9;0,04;0,14;239159
2010;N06BA02 Dexamfetamin;Stockholms län;Båda könen;0­19;28;0,06;0,18;491009
2010;N06BA02 Dexamfetamin;Uppsala län;Män;0­19;4;0,10;0,20;40856
2010;N06BA02 Dexamfetamin;Uppsala län;Kvinnor;0­19;1;0,03;0,21;38439
2010;N06BA02 Dexamfetamin;Uppsala län;Båda könen;0­19;5;0,06;0,20;79295
2010;N06BA02 Dexamfetamin;Södermanlands län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Södermanlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Södermanlands län;Båda könen;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Östergötlands län;Män;0­19;6;0,12;0,49;51365
2010;N06BA02 Dexamfetamin;Östergötlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Östergötlands län;Båda könen;0­19;6;0,06;0,25;99993
2010;N06BA02 Dexamfetamin;Jönköpings län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Jönköpings län;Kvinnor;0­19;1;0,02;0,05;40007
2010;N06BA02 Dexamfetamin;Jönköpings län;Båda könen;0­19;1;0,01;0,02;82111
2010;N06BA02 Dexamfetamin;Kronobergs län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Kronobergs län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Kronobergs län;Båda könen;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Kalmar län;Män;0­19;3;0,11;0,15;26490
2010;N06BA02 Dexamfetamin;Kalmar län;Kvinnor;0­19;1;0,04;0,08;25062
2010;N06BA02 Dexamfetamin;Kalmar län;Båda könen;0­19;4;0,08;0,12;51552
2010;N06BA02 Dexamfetamin;Gotlands län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Gotlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Gotlands län;Båda könen;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Blekinge län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Blekinge län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Blekinge län;Båda könen;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Skåne län;Män;0­19;5;0,03;0,16;146488
2010;N06BA02 Dexamfetamin;Skåne län;Kvinnor;0­19;1;0,01;0,03;139096
2010;N06BA02 Dexamfetamin;Skåne län;Båda könen;0­19;6;0,02;0,09;285584
2010;N06BA02 Dexamfetamin;Hallands län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Hallands län;Kvinnor;0­19;1;0,03;0,08;35345
2010;N06BA02 Dexamfetamin;Hallands län;Båda könen;0­19;1;0,01;0,04;72791
2010;N06BA02 Dexamfetamin;Västra Götalands län;Män;0­19;6;0,03;0,19;188609
2010;N06BA02 Dexamfetamin;Västra Götalands län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Västra Götalands län;Båda könen;0­19;6;0,02;0,10;367120
2010;N06BA02 Dexamfetamin;Värmlands län;Män;0­19;1;0,03;0,39;31024
2010;N06BA02 Dexamfetamin;Värmlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Värmlands län;Båda könen;0­19;1;0,02;0,20;60362
2010;N06BA02 Dexamfetamin;Örebro län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Örebro län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Örebro län;Båda könen;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Västmanlands län;Män;0­19;4;0,13;0,23;29823
2010;N06BA02 Dexamfetamin;Västmanlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Västmanlands län;Båda könen;0­19;4;0,07;0,12;58347
2010;N06BA02 Dexamfetamin;Dalarnas län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Dalarnas län;Kvinnor;0­19;1;0,03;0,03;30481
2010;N06BA02 Dexamfetamin;Dalarnas län;Båda könen;0­19;1;0,02;0,02;62690
2010;N06BA02 Dexamfetamin;Gävleborgs län;Män;0­19;5;0,16;1,16;31766
2010;N06BA02 Dexamfetamin;Gävleborgs län;Kvinnor;0­19;3;0,10;0,47;30001
2010;N06BA02 Dexamfetamin;Gävleborgs län;Båda könen;0­19;8;0,13;0,83;61767
2010;N06BA02 Dexamfetamin;Västernorrlands län;Män;0­19;1;0,04;0,14;27949
2010;N06BA02 Dexamfetamin;Västernorrlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Västernorrlands län;Båda könen;0­19;1;0,02;0,07;54520
2010;N06BA02 Dexamfetamin;Jämtlands län;Män;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Jämtlands län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Jämtlands län;Båda könen;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Västerbottens län;Män;0­19;1;0,03;0,03;30351
2010;N06BA02 Dexamfetamin;Västerbottens län;Kvinnor;0­19;0;0,00;0,00;0
2010;N06BA02 Dexamfetamin;Västerbottens län;Båda könen;0­19;1;0,02;0,02;59073
